"rt","stimulus","key_press","trial_type","trial_index","time_elapsed","internal_node_id","exp_id","Time","year","month","date","hour","minute","seconds","id","age","Gender","Handedness","mood","fresh","H_since_Sleep","H_since_Eat","responses","question_order","slider_start","response","test_part","face","word","correct_response","correct"
"520.3849999816157","img/image_stim_h_stroop.png","72","image-keyboard-response","49","76560","0.0-8.0-1.20","92q5cu","Sun Feb 07 2021 11:07:28 GMT+0100 (Central European Standard Time)","2021","2","7","11","7","28","mw73","47","male","right","67","60","3","1","","","","","test","happy","fear","h","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","50","78318","0.0-8.0-0.21","92q5cu","Sun Feb 07 2021 11:07:28 GMT+0100 (Central European Standard Time)","2021","2","7","11","7","28","mw73","47","male","right","67","60","3","1","","","","","fixation","","","",""
"665.1500000152737","img/image_stim_h.png","72","image-keyboard-response","51","78984","0.0-8.0-1.21","92q5cu","Sun Feb 07 2021 11:07:28 GMT+0100 (Central European Standard Time)","2021","2","7","11","7","28","mw73","47","male","right","67","60","3","1","","","","","test","happy","happy","h","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","52","79988","0.0-8.0-0.22","92q5cu","Sun Feb 07 2021 11:07:28 GMT+0100 (Central European Standard Time)","2021","2","7","11","7","28","mw73","47","male","right","67","60","3","1","","","","","fixation","","","",""
"631.5250000334345","img/image_stim_f_stroop.png","70","image-keyboard-response","53","80621","0.0-8.0-1.22","92q5cu","Sun Feb 07 2021 11:07:28 GMT+0100 (Central European Standard Time)","2021","2","7","11","7","28","mw73","47","male","right","67","60","3","1","","","","","test","fear","happy","f","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","54","81627","0.0-8.0-0.23","92q5cu","Sun Feb 07 2021 11:07:28 GMT+0100 (Central European Standard Time)","2021","2","7","11","7","28","mw73","47","male","right","67","60","3","1","","","","","fixation","","","",""
"601.2299999711104","img/image_stim_f.png","70","image-keyboard-response","55","82230","0.0-8.0-1.23","92q5cu","Sun Feb 07 2021 11:07:28 GMT+0100 (Central European Standard Time)","2021","2","7","11","7","28","mw73","47","male","right","67","60","3","1","","","","","test","fear","fear","f","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","56","83987","0.0-8.0-0.24","92q5cu","Sun Feb 07 2021 11:07:28 GMT+0100 (Central European Standard Time)","2021","2","7","11","7","28","mw73","47","male","right","67","60","3","1","","","","","fixation","","","",""
"725.6649999762885","img/image_stim_h_stroop.png","72","image-keyboard-response","57","84714","0.0-8.0-1.24","92q5cu","Sun Feb 07 2021 11:07:28 GMT+0100 (Central European Standard Time)","2021","2","7","11","7","28","mw73","47","male","right","67","60","3","1","","","","","test","happy","fear","h","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","58","85220","0.0-8.0-0.25","92q5cu","Sun Feb 07 2021 11:07:28 GMT+0100 (Central European Standard Time)","2021","2","7","11","7","28","mw73","47","male","right","67","60","3","1","","","","","fixation","","","",""
"690.8849999890663","img/image_stim_f.png","70","image-keyboard-response","59","85912","0.0-8.0-1.25","92q5cu","Sun Feb 07 2021 11:07:28 GMT+0100 (Central European Standard Time)","2021","2","7","11","7","28","mw73","47","male","right","67","60","3","1","","","","","test","fear","fear","f","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","60","87420","0.0-8.0-0.26","92q5cu","Sun Feb 07 2021 11:07:28 GMT+0100 (Central European Standard Time)","2021","2","7","11","7","28","mw73","47","male","right","67","60","3","1","","","","","fixation","","","",""
"758.5550000076182","img/image_stim_f_stroop.png","70","image-keyboard-response","61","88180","0.0-8.0-1.26","92q5cu","Sun Feb 07 2021 11:07:28 GMT+0100 (Central European Standard Time)","2021","2","7","11","7","28","mw73","47","male","right","67","60","3","1","","","","","test","fear","happy","f","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","62","88433","0.0-8.0-0.27","92q5cu","Sun Feb 07 2021 11:07:28 GMT+0100 (Central European Standard Time)","2021","2","7","11","7","28","mw73","47","male","right","67","60","3","1","","","","","fixation","","","",""
"726.230000029318","img/image_stim_h.png","72","image-keyboard-response","63","89161","0.0-8.0-1.27","92q5cu","Sun Feb 07 2021 11:07:28 GMT+0100 (Central European Standard Time)","2021","2","7","11","7","28","mw73","47","male","right","67","60","3","1","","","","","test","happy","happy","h","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","64","89665","0.0-8.0-0.28","92q5cu","Sun Feb 07 2021 11:07:28 GMT+0100 (Central European Standard Time)","2021","2","7","11","7","28","mw73","47","male","right","67","60","3","1","","","","","fixation","","","",""
"1215.5199999688193","img/image_stim_f_stroop.png","70","image-keyboard-response","65","90882","0.0-8.0-1.28","92q5cu","Sun Feb 07 2021 11:07:28 GMT+0100 (Central European Standard Time)","2021","2","7","11","7","28","mw73","47","male","right","67","60","3","1","","","","","test","fear","happy","f","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","66","91135","0.0-8.0-0.29","92q5cu","Sun Feb 07 2021 11:07:28 GMT+0100 (Central European Standard Time)","2021","2","7","11","7","28","mw73","47","male","right","67","60","3","1","","","","","fixation","","","",""
"1149.909999978263","img/image_stim_h.png","72","image-keyboard-response","67","92286","0.0-8.0-1.29","92q5cu","Sun Feb 07 2021 11:07:28 GMT+0100 (Central European Standard Time)","2021","2","7","11","7","28","mw73","47","male","right","67","60","3","1","","","","","test","happy","happy","h","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","68","94291","0.0-8.0-0.30","92q5cu","Sun Feb 07 2021 11:07:28 GMT+0100 (Central European Standard Time)","2021","2","7","11","7","28","mw73","47","male","right","67","60","3","1","","","","","fixation","","","",""
"679.4450000161305","img/image_stim_f.png","70","image-keyboard-response","69","94980","0.0-8.0-1.30","92q5cu","Sun Feb 07 2021 11:07:28 GMT+0100 (Central European Standard Time)","2021","2","7","11","7","28","mw73","47","male","right","67","60","3","1","","","","","test","fear","fear","f","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","70","95737","0.0-8.0-0.31","92q5cu","Sun Feb 07 2021 11:07:28 GMT+0100 (Central European Standard Time)","2021","2","7","11","7","28","mw73","47","male","right","67","60","3","1","","","","","fixation","","","",""
"691.0200000274926","img/image_stim_h_stroop.png","72","image-keyboard-response","71","96429","0.0-8.0-1.31","92q5cu","Sun Feb 07 2021 11:07:28 GMT+0100 (Central European Standard Time)","2021","2","7","11","7","28","mw73","47","male","right","67","60","3","1","","","","","test","happy","fear","h","true"
