"rt","stimulus","key_press","trial_type","trial_index","time_elapsed","internal_node_id","exp_id","Time","year","month","date","hour","minute","seconds","id","age","Gender","Handedness","mood","fresh","H_since_Sleep","H_since_Eat","responses","question_order","slider_start","response","test_part","face","word","correct_response","correct"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","44","77260","0.0-8.0-0.18","lcyhsr","Sun Feb 07 2021 11:05:11 GMT+0100 (CET)","2021","2","7","11","5","11","mw73","47","male","right","71","64","3","1","","","","","fixation","","","",""
"1016","img/image_stim_f.png","70","image-keyboard-response","45","78279","0.0-8.0-1.18","lcyhsr","Sun Feb 07 2021 11:05:11 GMT+0100 (CET)","2021","2","7","11","5","11","mw73","47","male","right","71","64","3","1","","","","","test","fear","fear","f","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","46","79282","0.0-8.0-0.19","lcyhsr","Sun Feb 07 2021 11:05:11 GMT+0100 (CET)","2021","2","7","11","5","11","mw73","47","male","right","71","64","3","1","","","","","fixation","","","",""
"734","img/image_stim_h_stroop.png","72","image-keyboard-response","47","80019","0.0-8.0-1.19","lcyhsr","Sun Feb 07 2021 11:05:11 GMT+0100 (CET)","2021","2","7","11","5","11","mw73","47","male","right","71","64","3","1","","","","","test","happy","fear","h","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","48","81772","0.0-8.0-0.20","lcyhsr","Sun Feb 07 2021 11:05:11 GMT+0100 (CET)","2021","2","7","11","5","11","mw73","47","male","right","71","64","3","1","","","","","fixation","","","",""
"845","img/image_stim_f.png","70","image-keyboard-response","49","82620","0.0-8.0-1.20","lcyhsr","Sun Feb 07 2021 11:05:11 GMT+0100 (CET)","2021","2","7","11","5","11","mw73","47","male","right","71","64","3","1","","","","","test","fear","fear","f","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","50","83123","0.0-8.0-0.21","lcyhsr","Sun Feb 07 2021 11:05:11 GMT+0100 (CET)","2021","2","7","11","5","11","mw73","47","male","right","71","64","3","1","","","","","fixation","","","",""
"803","img/image_stim_f_stroop.png","70","image-keyboard-response","51","83929","0.0-8.0-1.21","lcyhsr","Sun Feb 07 2021 11:05:11 GMT+0100 (CET)","2021","2","7","11","5","11","mw73","47","male","right","71","64","3","1","","","","","test","fear","happy","f","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","52","85682","0.0-8.0-0.22","lcyhsr","Sun Feb 07 2021 11:05:11 GMT+0100 (CET)","2021","2","7","11","5","11","mw73","47","male","right","71","64","3","1","","","","","fixation","","","",""
"666","img/image_stim_h_stroop.png","72","image-keyboard-response","53","86350","0.0-8.0-1.22","lcyhsr","Sun Feb 07 2021 11:05:11 GMT+0100 (CET)","2021","2","7","11","5","11","mw73","47","male","right","71","64","3","1","","","","","test","happy","fear","h","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","54","87603","0.0-8.0-0.23","lcyhsr","Sun Feb 07 2021 11:05:11 GMT+0100 (CET)","2021","2","7","11","5","11","mw73","47","male","right","71","64","3","1","","","","","fixation","","","",""
"657","img/image_stim_h.png","72","image-keyboard-response","55","88263","0.0-8.0-1.23","lcyhsr","Sun Feb 07 2021 11:05:11 GMT+0100 (CET)","2021","2","7","11","5","11","mw73","47","male","right","71","64","3","1","","","","","test","happy","happy","h","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","56","90267","0.0-8.0-0.24","lcyhsr","Sun Feb 07 2021 11:05:11 GMT+0100 (CET)","2021","2","7","11","5","11","mw73","47","male","right","71","64","3","1","","","","","fixation","","","",""
"1056.0000000000146","img/image_stim_h.png","72","image-keyboard-response","57","91326","0.0-8.0-1.24","lcyhsr","Sun Feb 07 2021 11:05:11 GMT+0100 (CET)","2021","2","7","11","5","11","mw73","47","male","right","71","64","3","1","","","","","test","happy","happy","h","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","58","93328","0.0-8.0-0.25","lcyhsr","Sun Feb 07 2021 11:05:11 GMT+0100 (CET)","2021","2","7","11","5","11","mw73","47","male","right","71","64","3","1","","","","","fixation","","","",""
"1048","img/image_stim_f_stroop.png","72","image-keyboard-response","59","94379","0.0-8.0-1.25","lcyhsr","Sun Feb 07 2021 11:05:11 GMT+0100 (CET)","2021","2","7","11","5","11","mw73","47","male","right","71","64","3","1","","","","","test","fear","happy","f","false"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","60","95383","0.0-8.0-0.26","lcyhsr","Sun Feb 07 2021 11:05:11 GMT+0100 (CET)","2021","2","7","11","5","11","mw73","47","male","right","71","64","3","1","","","","","fixation","","","",""
"690","img/image_stim_h_stroop.png","72","image-keyboard-response","61","96075","0.0-8.0-1.26","lcyhsr","Sun Feb 07 2021 11:05:11 GMT+0100 (CET)","2021","2","7","11","5","11","mw73","47","male","right","71","64","3","1","","","","","test","happy","fear","h","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","62","97828","0.0-8.0-0.27","lcyhsr","Sun Feb 07 2021 11:05:11 GMT+0100 (CET)","2021","2","7","11","5","11","mw73","47","male","right","71","64","3","1","","","","","fixation","","","",""
"678","img/image_stim_f.png","70","image-keyboard-response","63","98509","0.0-8.0-1.27","lcyhsr","Sun Feb 07 2021 11:05:11 GMT+0100 (CET)","2021","2","7","11","5","11","mw73","47","male","right","71","64","3","1","","","","","test","fear","fear","f","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","64","98762","0.0-8.0-0.28","lcyhsr","Sun Feb 07 2021 11:05:11 GMT+0100 (CET)","2021","2","7","11","5","11","mw73","47","male","right","71","64","3","1","","","","","fixation","","","",""
"1382","img/image_stim_f.png","70","image-keyboard-response","65","100146","0.0-8.0-1.28","lcyhsr","Sun Feb 07 2021 11:05:11 GMT+0100 (CET)","2021","2","7","11","5","11","mw73","47","male","right","71","64","3","1","","","","","test","fear","fear","f","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","66","101400","0.0-8.0-0.29","lcyhsr","Sun Feb 07 2021 11:05:11 GMT+0100 (CET)","2021","2","7","11","5","11","mw73","47","male","right","71","64","3","1","","","","","fixation","","","",""
"807.0000000000146","img/image_stim_f_stroop.png","70","image-keyboard-response","67","102210","0.0-8.0-1.29","lcyhsr","Sun Feb 07 2021 11:05:11 GMT+0100 (CET)","2021","2","7","11","5","11","mw73","47","male","right","71","64","3","1","","","","","test","fear","happy","f","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","68","102714","0.0-8.0-0.30","lcyhsr","Sun Feb 07 2021 11:05:11 GMT+0100 (CET)","2021","2","7","11","5","11","mw73","47","male","right","71","64","3","1","","","","","fixation","","","",""
"728.0000000000146","img/image_stim_h_stroop.png","72","image-keyboard-response","69","103445","0.0-8.0-1.30","lcyhsr","Sun Feb 07 2021 11:05:11 GMT+0100 (CET)","2021","2","7","11","5","11","mw73","47","male","right","71","64","3","1","","","","","test","happy","fear","h","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","70","104947","0.0-8.0-0.31","lcyhsr","Sun Feb 07 2021 11:05:11 GMT+0100 (CET)","2021","2","7","11","5","11","mw73","47","male","right","71","64","3","1","","","","","fixation","","","",""
"1030","img/image_stim_h.png","72","image-keyboard-response","71","105980","0.0-8.0-1.31","lcyhsr","Sun Feb 07 2021 11:05:11 GMT+0100 (CET)","2021","2","7","11","5","11","mw73","47","male","right","71","64","3","1","","","","","test","happy","happy","h","true"
