speaker,gloss,date
MOT,a year ago last Christmas .,02-AUG-1966
GAI,oh .,02-AUG-1966
MOT,the legs never stayed on .,02-AUG-1966
MOT,xxx .,02-AUG-1966
CHI,this button's hard .,02-AUG-1966
GAI,it's hard to push ?,02-AUG-1966
CHI,yeah .,02-AUG-1966
CHI,can you push it ?,02-AUG-1966
GAI,I can try .,02-AUG-1966
MOT,the head isn't around .,02-AUG-1966
MOT,push the head around .,02-AUG-1966
MOT,it's the wrong way .,02-AUG-1966
MOT,now turn the head .,02-AUG-1966
MOT,there .,02-AUG-1966
MOT,now it'll work .,02-AUG-1966
CHI,now can you try it ?,02-AUG-1966
CHI,you have_to push with your thumb .,02-AUG-1966
GAI,oh yeah .,02-AUG-1966
CHI,is that my pencil ?,02-AUG-1966
GAI,do you want to use it ?,02-AUG-1966
CHI,whoop .,02-AUG-1966
CHI,block of paper .,02-AUG-1966
GAI,pardon ?,02-AUG-1966
CHI,block of paper .,02-AUG-1966
GAI,block of paper ?,02-AUG-1966
CHI,yeah .,02-AUG-1966
GAI,okay .,02-AUG-1966
CHI,never mind .,02-AUG-1966
CHI,I got my own paper .,02-AUG-1966
GAI,you can use this since it's here .,02-AUG-1966
CHI,Momma where's my other block of paper ?,02-AUG-1966
MOT,in your room .,02-AUG-1966
CHI,okay .,02-AUG-1966
CHI,I don't see it .,02-AUG-1966
CHI,hey .,02-AUG-1966
CHI,I need that paper too .,02-AUG-1966
GAI,oh okay .,02-AUG-1966
CHI,not enough too .,02-AUG-1966
GAI,mhm .,02-AUG-1966
GAI,what is that ?,02-AUG-1966
CHI,it's going be something good .,02-AUG-1966
GAI,uhhuh .,02-AUG-1966
CHI,0 .,02-AUG-1966
MOT,0 .,02-AUG-1966
CHI,there !,02-AUG-1966
MOT,what's that ?,02-AUG-1966
MOT,a bug ?,02-AUG-1966
CHI,no a star .,02-AUG-1966
MOT,oh a star .,02-AUG-1966
CHI,what +...,02-AUG-1966
CHI,how you make a big star ?,02-AUG-1966
CHI,like that ?,02-AUG-1966
MOT,no you're going the wrong way .,02-AUG-1966
MOT,up down over over .,02-AUG-1966
CHI,up .,02-AUG-1966
MOT,down .,02-AUG-1966
CHI,down .,02-AUG-1966
MOT,over to Gail .,02-AUG-1966
MOT,now over to Momma .,02-AUG-1966
MOT,now down to here .,02-AUG-1966
MOT,well +...,02-AUG-1966
MOT,no you have_to +...,02-AUG-1966
MOT,see ?,02-AUG-1966
MOT,up down there across and see right where you started .,02-AUG-1966
CHI,I did xxx bigger point .,02-AUG-1966
CHI,like that ?,02-AUG-1966
MOT,now then down .,02-AUG-1966
MOT,now go over to Gail .,02-AUG-1966
MOT,now go over to Momma .,02-AUG-1966
MOT,no no .,02-AUG-1966
MOT,now go over to Momma .,02-AUG-1966
MOT,no you're going the wrong way .,02-AUG-1966
MOT,you should have gone this way see ?,02-AUG-1966
MOT,over this way and then down .,02-AUG-1966
MOT,see watch .,02-AUG-1966
MOT,up down over straight line now then down .,02-AUG-1966
CHI,don't go over +...,02-AUG-1966
MOT,up and down .,02-AUG-1966
CHI,up +...,02-AUG-1966
MOT,now down .,02-AUG-1966
MOT,alright now go over to Gail .,02-AUG-1966
MOT,no no .,02-AUG-1966
MOT,yeah I suppose you could .,02-AUG-1966
MOT,xxx .,02-AUG-1966
CHI,haha .,02-AUG-1966
MOT,haha .,02-AUG-1966
CHI,I fooled ya .,02-AUG-1966
MOT,you know Sarah I think your Mother has_to go shopping .,02-AUG-1966
MOT,I've come to that conclusion .,02-AUG-1966
MOT,the time has come .,02-AUG-1966
MOT,want a cup of tea ?,02-AUG-1966
GAI,yes thank_you .,02-AUG-1966
MOT,two weeks in a row !,02-AUG-1966
CHI,then go over to Momma .,02-AUG-1966
CHI,al .,02-AUG-1966
GAI,yes .,02-AUG-1966
CHI,I'm going make a star over here .,02-AUG-1966
CHI,a big one .,02-AUG-1966
CHI,wait a minute .,02-AUG-1966
CHI,now which one ?,02-AUG-1966
CHI,go over to Gail ?,02-AUG-1966
CHI,huh ?,02-AUG-1966
CHI,then go over to Momma .,02-AUG-1966
CHI,then which way ?,02-AUG-1966
CHI,over to the bath+room ?,02-AUG-1966
MOT,look up and down .,02-AUG-1966
CHI,down .,02-AUG-1966
MOT,over to Gail .,02-AUG-1966
CHI,Gail .,02-AUG-1966
MOT,over to Momma .,02-AUG-1966
CHI,yeah .,02-AUG-1966
MOT,and right back where you started .,02-AUG-1966
CHI,like this ?,02-AUG-1966
MOT,that's right .,02-AUG-1966
CHI,I'll copy it .,02-AUG-1966
MOT,no you started right here .,02-AUG-1966
MOT,then up all the way up to here .,02-AUG-1966
MOT,and all the way down here like an al .,02-AUG-1966
MOT,then over to Gail .,02-AUG-1966
MOT,then over to Momma .,02-AUG-1966
MOT,over to Mommy .,02-AUG-1966
MOT,and right down to where you started .,02-AUG-1966
MOT,you started down here .,02-AUG-1966
CHI,I know it .,02-AUG-1966
MOT,how's that ?,02-AUG-1966
CHI,good .,02-AUG-1966
CHI,xxx .,02-AUG-1966
CHI,I'll xxx .,02-AUG-1966
CHI,I need another block of paper .,02-AUG-1966
CHI,hey Momma this bumped into here and it ripped .,02-AUG-1966
CHI,that's what it's supposed to do ?,02-AUG-1966
MOT,what are you about to do ?,02-AUG-1966
CHI,over to Gail ?,02-AUG-1966
MOT,yup .,02-AUG-1966
CHI,how do you do it ?,02-AUG-1966
MOT,on a slant .,02-AUG-1966
CHI,like this ?,02-AUG-1966
MOT,to Gail .,02-AUG-1966
CHI,not at the edge ?,02-AUG-1966
MOT,yeah that way .,02-AUG-1966
CHI,oh like this .,02-AUG-1966
CHI,Mommy if I go that way I have_to go like that .,02-AUG-1966
CHI,oh .,02-AUG-1966
MOT,you've got all the answers huh ?,02-AUG-1966
MOT,haven't you ?,02-AUG-1966
GAI,here's another way Sarah .,02-AUG-1966
GAI,up down then make a tiny dot here and a tiny dot here .,02-AUG-1966
GAI,connect this to this dot and this to this dot and then connect the two dots .,02-AUG-1966
CHI,hey I know a better way .,02-AUG-1966
CHI,hey I could going make space+ship .,02-AUG-1966
MOT,a space+ship .,02-AUG-1966
CHI,like that ?,02-AUG-1966
MOT,well what do you think a space+ship looks like ?,02-AUG-1966
CHI,like this .,02-AUG-1966
CHI,like that ?,02-AUG-1966
MOT,does it ?,02-AUG-1966
CHI,hey I wrote a six like that .,02-AUG-1966
CHI,like this .,02-AUG-1966
CHI,I'm gonna +...,02-AUG-1966
CHI,write a name .,02-AUG-1966
CHI,hey I made a four .,02-AUG-1966
MEL,what's happening now ?,02-AUG-1966
CHI,pin+wheel .,02-AUG-1966
CHI,wait a minute .,02-AUG-1966
CHI,like this you go ?,02-AUG-1966
MOT,xxx .,02-AUG-1966
CHI,get a pin .,02-AUG-1966
CHI,get a stick Momma .,02-AUG-1966
MOT,what ?,02-AUG-1966
CHI,because I'm making a pin+wheel .,02-AUG-1966
CHI,Mommy get a stick .,02-AUG-1966
MOT,we don't have any sticks .,02-AUG-1966
MOT,"do ya think all I got ta do is say +""/.",02-AUG-1966
MOT,"+"" let's have a stick .",02-AUG-1966
MOT,and a stick comes out_of the air .,02-AUG-1966
MOT,do you think so ?,02-AUG-1966
CHI,well I want a pinwheel .,02-AUG-1966
MOT,I'll buy you one down the beach for ten cents .,02-AUG-1966
MOT,how would you like that ?,02-AUG-1966
MOT,how_come when we were down the beach the other night you didn't want one ?,02-AUG-1966
GAI,what's been happening down at the beach ?,02-AUG-1966
CHI,nothing .,02-AUG-1966
CHI,just plain old beach .,02-AUG-1966
GAI,all your friends still there ?,02-AUG-1966
CHI,yup .,02-AUG-1966
MOT,tell her who was down xxx .,02-AUG-1966
MOT,you had a big week I think .,02-AUG-1966
MOT,actually she had such a big week that when she got home last night she was exhausted .,02-AUG-1966
MOT,nine o'clock she had to go to bed .,02-AUG-1966
MOT,she couldn't even keep her eyes open .,02-AUG-1966
MOT,she had a stomachache and a a headache and +...,02-AUG-1966
CHI,no my back was hurting .,02-AUG-1966
MOT,oh yeah and your back was hurting ya .,02-AUG-1966
MOT,everything was hurting last night huh ?,02-AUG-1966
CHI,yeah .,02-AUG-1966
GAI,why was that ?,02-AUG-1966
CHI,0 .,02-AUG-1966
MOT,she hit that pillow and she went out like a light .,02-AUG-1966
MOT,didn't ya ?,02-AUG-1966
MOT,huh ?,02-AUG-1966
CHI,yeah .,02-AUG-1966
MOT,the day that she goes to bed with Ann_Marie here she has_to be pretty tired .,02-AUG-1966
MOT,but she usually doesn't give up .,02-AUG-1966
MOT,last night she just +...,02-AUG-1966
GAI,do you know what made you so tired ?,02-AUG-1966
CHI,0 .,02-AUG-1966
GAI,what ?,02-AUG-1966
CHI,the day .,02-AUG-1966
MOT,the day .,02-AUG-1966
GAI,uhhuh .,02-AUG-1966
GAI,what happened during the day that made you so tired ?,02-AUG-1966
CHI,I even yawned right now .,02-AUG-1966
GAI,you mean you're still tired ?,02-AUG-1966
CHI,yes I am .,02-AUG-1966
MOT,have you had a busy day in Cambridge ?,02-AUG-1966
CHI,I'm going scribble .,02-AUG-1966
CHI,mm I smell tea .,02-AUG-1966
MOT,you don't like tea do you ?,02-AUG-1966
CHI,mm I love tea .,02-AUG-1966
CHI,I know a better way .,02-AUG-1966
CHI,only start from the corner .,02-AUG-1966
CHI,I could start from the this corner .,02-AUG-1966
MOT,you can really start from any corner you like .,02-AUG-1966
CHI,yeah could start from any corner .,02-AUG-1966
CHI,this corner this corner this corner this +...,02-AUG-1966
CHI,hey is this your pencil ?,02-AUG-1966
GAI,yes but you can use it .,02-AUG-1966
CHI,making holes .,02-AUG-1966
MOT,Sarah Sarah .,02-AUG-1966
CHI,black black .,02-AUG-1966
CHI,this is black pencil ?,02-AUG-1966
CHI,huh ?,02-AUG-1966
GAI,what ?,02-AUG-1966
CHI,this a black pencil ?,02-AUG-1966
CHI,write Sarah .,02-AUG-1966
MOT,you don't know how to write Sarah .,02-AUG-1966
CHI,huh ?,02-AUG-1966
MOT,"I said +""/.",02-AUG-1966
MOT,"+"" you don't know how to write Sarah .",02-AUG-1966
CHI,write you Sarah .,02-AUG-1966
CHI,did you huh ?,02-AUG-1966
GAI,here .,02-AUG-1966
CHI,no in a little name with the others .,02-AUG-1966
MOT,oh she's getting to know the big letters from the little letters and she's noticing the difference .,02-AUG-1966
GAI,uhhuh uhhuh .,02-AUG-1966
GAI,okay how about this way ?,02-AUG-1966
CHI,-um let me see .,02-AUG-1966
CHI,this is a sl this is a al this is a +...,02-AUG-1966
GAI,rl .,02-AUG-1966
CHI,a rl ?,02-AUG-1966
CHI,wait a minute .,02-AUG-1966
CHI,this is a sl and a al and a rl and a al and a hl .,02-AUG-1966
GAI,hl .,02-AUG-1966
CHI,hl .,02-AUG-1966
GAI,mhm .,02-AUG-1966
CHI,I said hl .,02-AUG-1966
GAI,oh I thought you said hl .,02-AUG-1966
CHI,hl hl .,02-AUG-1966
GAI,nl mhm .,02-AUG-1966
GAI,here's another way .,02-AUG-1966
CHI,it's this is kl nl .,02-AUG-1966
GAI,mhm .,02-AUG-1966
CHI,you can make something out of this .,02-AUG-1966
GAI,you can .,02-AUG-1966
CHI,how you make a gl ?,02-AUG-1966
GAI,gl ?,02-AUG-1966
CHI,yeah .,02-AUG-1966
CHI,yeah .,02-AUG-1966
MOT,yes not yeah .,02-AUG-1966
CHI,come around this way ?,02-AUG-1966
CHI,like that ?,02-AUG-1966
GAI,yeah .,02-AUG-1966
CHI,ml .,02-AUG-1966
CHI,wait a minute .,02-AUG-1966
CHI,no that +...,02-AUG-1966
CHI,I supposed to +...,02-AUG-1966
GAI,what ?,02-AUG-1966
CHI,that's a wl ain't it ?,02-AUG-1966
GAI,mhm .,02-AUG-1966
CHI,oh .,02-AUG-1966
CHI,I have_to make a wl .,02-AUG-1966
CHI,pl .,02-AUG-1966
GAI,mhm .,02-AUG-1966
CHI,what does that spell huh ?,02-AUG-1966
MOT,vl ol gl wl .,02-AUG-1966
MOT,it doesn't spell a thing .,02-AUG-1966
CHI,what does it spell ?,02-AUG-1966
GAI,yyy .,02-AUG-1966
CHI,yyy ?,02-AUG-1966
GAI,mhm what does that mean ?,02-AUG-1966
CHI,I don't know .,02-AUG-1966
CHI,is that in spanish,02-AUG-1966
] ?,NA,02-AUG-1966
GAI,is that in spanish,02-AUG-1966
] ?,NA,02-AUG-1966
GAI,I don't think so .,02-AUG-1966
MOT,oh Sarah .,02-AUG-1966
CHI,what is it in ?,02-AUG-1966
CHI,French ?,02-AUG-1966
GAI,French ?,02-AUG-1966
MOT,Sarah you wrote a language all your own .,02-AUG-1966
CHI,whoops I always drop it .,02-AUG-1966
CHI,ah I got my stuck foot in it .,02-AUG-1966
GAI,what ?,02-AUG-1966
CHI,I got my stuck foot in it .,02-AUG-1966
MOT,your stuck foot in it ?,02-AUG-1966
CHI,yeah .,02-AUG-1966
CHI,what does these spell ?,02-AUG-1966
GAI,many words .,02-AUG-1966
CHI,what are they spell ?,02-AUG-1966
GAI,all the things that we talk about .,02-AUG-1966
CHI,sl al rl al hl .,02-AUG-1966
GAI,yes .,02-AUG-1966
CHI,sl el rl al hl huh ?,02-AUG-1966
CHI,I got plenty paper .,02-AUG-1966
CHI,not much as you do .,02-AUG-1966
CHI,you know I can make a al this way ?,02-AUG-1966
CHI,you know I can make a dl ?,02-AUG-1966
GAI,really ?,02-AUG-1966
CHI,sidewards supposed to be ?,02-AUG-1966
MOT,well you're the +...,02-AUG-1966
MOT,you know how .,02-AUG-1966
CHI,I'm going make it .,02-AUG-1966
CHI,there .,02-AUG-1966
CHI,what does this spell ?,02-AUG-1966
CHI,huh ?,02-AUG-1966
GAI,oh many words .,02-AUG-1966
CHI,many many ?,02-AUG-1966
GAI,yes .,02-AUG-1966
CHI,what does it spell ?,02-AUG-1966
GAI,about how children learn to talk .,02-AUG-1966
GAI,I wonder what you're having for for supper .,02-AUG-1966
MOT,french+fries .,02-AUG-1966
GAI,popo goes the potato .,02-AUG-1966
CHI,this pops out that ?,02-AUG-1966
MOT,what's the matter ?,02-AUG-1966
MOT,come on potato .,02-AUG-1966
MOT,this one just doesn't want to go right .,02-AUG-1966
CHI,-um I ate it .,02-AUG-1966
GAI,how does raw potato taste ?,02-AUG-1966
CHI,good .,02-AUG-1966
MOT,I used to love them .,02-AUG-1966
CHI,huh ?,02-AUG-1966
MOT,I used to love them .,02-AUG-1966
CHI,this way ?,02-AUG-1966
MOT,I used to love em any way .,02-AUG-1966
MOT,they're awful small potatoes .,02-AUG-1966
CHI,I think this one +...,02-AUG-1966
CHI,I wanna put it in .,02-AUG-1966
MOT,hey McGinty !,02-AUG-1966
MOT,you put it in wrong .,02-AUG-1966
MOT,wait a minute wait a minute .,02-AUG-1966
MOT,what do you want to do chop my fingers off ?,02-AUG-1966
MOT,wait a minute Sarah .,02-AUG-1966
MOT,I got ta make more .,02-AUG-1966
CHI,0 .,02-AUG-1966
MOT,except probably wouldn't be so small if I didn't take so much off .,02-AUG-1966
GAI,where are you going Sarah ?,02-AUG-1966
MOT,where are you going ?,02-AUG-1966
CHI,I'm getting +...,02-AUG-1966
MOT,go ahead that chair's broken .,02-AUG-1966
CHI,why ?,02-AUG-1966
MOT,what ?,02-AUG-1966
CHI,I'm going get a knife .,02-AUG-1966
MOT,what are you gonna do with a knife ?,02-AUG-1966
CHI,I'm going cut that with ya .,02-AUG-1966
GAI,what will you do ?,02-AUG-1966
CHI,I'm going cut this with ya .,02-AUG-1966
CHI,this the way it goes ?,02-AUG-1966
CHI,is it good .,02-AUG-1966
CHI,is it good ?,02-AUG-1966
MOT,is what good ?,02-AUG-1966
CHI,this .,02-AUG-1966
MOT,I used about ten pounds of potatoes here already .,02-AUG-1966
MOT,look at the size of them !,02-AUG-1966
GAI,they're tiny .,02-AUG-1966
CHI,they're so tiny I can't even chop em .,02-AUG-1966
CHI,oh .,02-AUG-1966
MOT,what is that ?,02-AUG-1966
MOT,don't .,02-AUG-1966
CHI,I can peel it off with my finger if you want to .,02-AUG-1966
MOT,Sarah I don't know .,02-AUG-1966
CHI,you want me to ?,02-AUG-1966
MOT,you're worse than an old lady .,02-AUG-1966
CHI,hi .,NA
CHI,okay play tic_tac_toe with me .,NA
CHI,how you make it now ?,NA
MOT,two down and two across .,NA
CHI,two down ?,NA
MOT,make a space yeah this way .,NA
CHI,think every every xxx .,NA
GAI,what ?,NA
CHI,first you .,NA
CHI,you want zero or -um .,NA
CHI,what ?,NA
CHI,you know how to play it ?,NA
GAI,you explain it to me .,NA
CHI,zero or a ol .,NA
MOT,zero or an ol ?,NA
CHI,yeah .,NA
MOT,no zero or an xl .,NA
CHI,zero or a xl ?,NA
MOT,mhm .,NA
CHI,you want zero or a xl ?,NA
GAI,which do you want ?,NA
CHI,you go first .,NA
CHI,that means you have_to you want a zero ?,NA
GAI,oh okay I'll take zero .,NA
CHI,I I want zero .,NA
CHI,you have xl .,NA
GAI,what ?,NA
CHI,I want zero I said .,NA
GAI,oh okay .,NA
MOT,you have your choice but !,NA
CHI,now it's my turn .,NA
CHI,I hope I don't get next_to you because I won't win .,NA
CHI,or you won't win .,NA
CHI,you're zero ?,NA
MOT,yeah .,NA
CHI,I used to make em this way .,NA
MOT,only don't put it in that box .,NA
MOT,that's a different box see ?,NA
CHI,yeah .,NA
GAI,I can use my pencil .,NA
CHI,oh you're going win .,NA
CHI,I think you are if you win it .,NA
CHI,now your turn .,NA
CHI,uhoh your turn .,NA
GAI,how can I win ?,NA
CHI,-um by put em in straight .,NA
GAI,by putting it straight ?,NA
CHI,yeah .,NA
GAI,mhm .,NA
CHI,like this .,NA
CHI,that's how I'm going do em .,NA
GAI,how about here ?,NA
CHI,xxx .,NA
CHI,but only if you get that one out .,NA
CHI,now you have_to go in there .,NA
CHI,you'll win .,NA
GAI,I will win ?,NA
CHI,yeah .,NA
GAI,oh .,NA
CHI,I think you will .,NA
CHI,I don't know .,NA
CHI,okay your turn .,NA
CHI,right there .,NA
GAI,did I win ?,NA
CHI,nope someone has_to put it in there .,NA
CHI,see who wins .,NA
MOT,someone has_to what ?,NA
CHI,someone has_to put it in there .,NA
CHI,come on you you have_to .,NA
CHI,I won .,NA
GAI,you did ?,NA
CHI,yeah because you didn't put it in the row .,NA
CHI,because like this one .,NA
CHI,there .,NA
CHI,see I put it in a row .,NA
CHI,then I supposed to put it on that .,NA
CHI,see ?,NA
GAI,what about this ?,NA
GAI,isn't this a row ?,NA
CHI,yeah but -um -um this ain't a row .,NA
GAI,no .,NA
CHI,in here .,NA
CHI,I can do that .,NA
GAI,it will fall over .,NA
MOT,don't do that now .,NA
MOT,you'll fall right over on your head .,NA
MOT,then you won't have any head and you'll look awful silly .,NA
CHI,wanna play again ?,NA
GAI,if you want to .,NA
CHI,okay .,NA
CHI,now I can make it this way .,NA
CHI,okay .,NA
CHI,I won .,NA
CHI,do it your turn .,NA
GAI,two straight lines next_to each_other Sarah .,NA
GAI,no no no no no .,NA
GAI,now two across .,NA
GAI,keep going .,NA
CHI,like that ?,NA
GAI,that's too many .,NA
GAI,just two .,NA
GAI,okay .,NA
CHI,wait a minute .,NA
CHI,that's wrong .,NA
CHI,it got tied up .,NA
CHI,I can do this page .,NA
CHI,what is it ?,NA
CHI,two .,NA
CHI,same thing as these ?,NA
GAI,right .,NA
CHI,oh .,NA
GAI,I was just testing the machine .,NA
MOT,is it working alright ?,NA
CHI,I I ripped it then put it down and I ripped it then put it down .,NA
MOT,well it went anyway .,NA
MOT,that toilet's crazy .,NA
GAI,what's been happening at the beach ?,NA
CHI,nothing .,NA
CHI,did you come to my birthday party ?,NA
GAI,no I couldn't come .,NA
CHI,why ?,NA
MOT,because I was packing up my apartment .,NA
GAI,you never told me very much about it .,NA
CHI,boo .,NA
GAI,who won Pin_the_Tail_on_the_Donkey ?,NA
CHI,who won ?,NA
CHI,Ann_Marie ?,NA
MOT,yup .,NA
GAI,did she get a prize ?,NA
CHI,yeah we all did .,NA
CHI,and Daddy gave me a kick in the bum .,NA
CHI,it's going my birthday whack .,NA
CHI,he gives only one .,NA
GAI,your birthday whack ?,NA
CHI,yup .,NA
CHI,Daddy said that's my prize .,NA
CHI,n and nothing else not even ring .,NA
GAI,no ?,NA
CHI,yeah and I got a r something .,NA
MOT,what did you get ?,NA
CHI,watch .,NA
MOT,oh yeah a toy watch .,NA
CHI,and it broke .,NA
CHI,play watch .,NA
GAI,what about presents ?,NA
GAI,did you get any presents ?,NA
CHI,yup .,NA
GAI,what ?,NA
CHI,they're all down the beach though .,NA
CHI,I got the headband and pocketbook that match with and -um -um -um -um -um .,NA
CHI,what else ?,NA
GAI,any toys ?,NA
CHI,yes clock .,NA
CHI,clock game .,NA
CHI,it's a big game but I didn't +...,NA
CHI,I didn't get it opened yet .,NA
CHI,huh ?,NA
MOT,you have_to wait for Daddy .,NA
MOT,Daddy has_to set it up .,NA
CHI,yup .,NA
CHI,whoops .,NA
CHI,oh it tip over .,NA
CHI,I get it .,NA
MOT,Sarah don't you think it would be a lot easier if you got off the the chair xxx .,NA
CHI,I got it .,NA
CHI,it was next_to the chair .,NA
CHI,I got it easily .,NA
CHI,see ?,NA
MOT,oh really .,NA
MOT,you're gonna fall off and bump your head .,NA
MOT,did you look both ways crossing the street when you went down to Phil's ?,NA
CHI,yup .,NA
MOT,yes not yup .,NA
CHI,yup yup .,NA
CHI,yup not yes yup .,NA
GAI,your Mommy showed me your beautiful new clothes for school .,NA
CHI,I know it .,NA
CHI,where where's the other one ?,NA
CHI,the headband that goes with +...,NA
MOT,you're more interested in that headband than I think Gail saw that dress .,NA
CHI,huh ?,NA
MOT,did you see that dress Gail ?,NA
MOT,the one with the pocketbook and the the headband ?,NA
GAI,I don't think so .,NA
CHI,no .,NA
MOT,she didn't see it ?,NA
CHI,uhhuh .,NA
MOT,oh .,NA
CHI,show it to her .,NA
MOT,okay .,NA
CHI,I wanna look at it too .,NA
MOT,alright I'll bring it out .,NA
GAI,stay here Sarah .,NA
GAI,you stay there .,NA
CHI,I think Gail xxx .,NA
GAI,what is that now ?,NA
CHI,it goes the headband .,NA
CHI,put the headband on .,NA
CHI,you like it ?,NA
GAI,beautiful .,NA
GAI,and what's the other thing I see ?,NA
CHI,blouse .,NA
GAI,oh .,NA
CHI,these are for school too .,NA
CHI,this one can be for school .,NA
MOT,what are you gonna wear the first day ?,NA
CHI,that .,NA
MOT,she loves this outfit .,NA
CHI,carry this around .,NA
MOT,yeah didn't Mommy buy you some pretty plaid dresses to start off school with ?,NA
CHI,yup .,NA
GAI,what will you put in your pocketbook when you go to school ?,NA
CHI,something .,NA
CHI,let me see how it goes .,NA
MOT,I don't think you can take a pocketbook to school Sarah .,NA
CHI,you can .,NA
MOT,no I don't think the teacher would like that very much .,NA
MOT,uhhuh uhhuh .,NA
CHI,xxx supposed to go like +...,NA
CHI,might be a prize in here .,NA
MOT,no .,NA
CHI,what's that for ?,NA
CHI,can I try that ?,NA
CHI,nothing in here .,NA
GAI,hm ?,NA
CHI,nothing in here .,NA
MOT,this gonna fit Momma .,NA
MOT,huh ?,NA
MOT,can we share it ?,NA
CHI,yeah but not +...,NA
MOT,you wear the skirt and I'll wear the headband .,NA
CHI,no .,NA
CHI,it won't fit ya .,NA
MOT,the headband ?,NA
MOT,oh it'll fit me .,NA
CHI,is this supposed to come off ?,NA
MOT,no that's elastic .,NA
MOT,that'll fit me good .,NA
CHI,no .,NA
MOT,you don't think that's such a good idea ?,NA
CHI,no .,NA
MOT,I thought we were gonna share it .,NA
MOT,I can't wear the skirt .,NA
