speaker,gloss,date
MOT,forgot whose clothes ?,01-MAR-1965
CHI,Penny_Bright .,01-MAR-1965
CHI,see she wake up xxx .,01-MAR-1965
MOT,how_come she's got two belly+buttons ?,01-MAR-1965
CHI,she has one two belly+buttons .,01-MAR-1965
CHI,she has a button .,01-MAR-1965
FAT,and what's the buttons do ?,01-MAR-1965
CHI,it turns her neck .,01-MAR-1965
FAT,it turns her neck .,01-MAR-1965
CHI,this one's hard .,01-MAR-1965
CHI,well go down again .,01-MAR-1965
MOT,oh beans .,01-MAR-1965
FAT,stick it here .,01-MAR-1965
MOT,huh ?,01-MAR-1965
MOT,yeah .,01-MAR-1965
CHI,this +...,01-MAR-1965
MOT,xxx move anything .,01-MAR-1965
CHI,she get a whole baby bath .,01-MAR-1965
MOT,she got what ?,01-MAR-1965
CHI,she got a little a baby bath .,01-MAR-1965
CHI,a baby bath .,01-MAR-1965
CHI,xxx Tape Location 8.68,01-MAR-1965
MOT,xxx .,01-MAR-1965
CHI,0 .,01-MAR-1965
MOT,what're ya doing ?,01-MAR-1965
CHI,I'm going put some water in this xxx .,01-MAR-1965
CHI,I'm get a bath .,01-MAR-1965
FAT,oh no .,01-MAR-1965
MOT,oh she gives the doll a bath .,01-MAR-1965
MOT,why doesn't she put the water over out here ?,01-MAR-1965
MOT,come here .,01-MAR-1965
MOT,xxx Mumma Mumma xxx .,01-MAR-1965
CHI,-um I I can do it out here .,01-MAR-1965
MOT,no we'll have_to xxx first .,01-MAR-1965
CHI,yeah .,01-MAR-1965
CHI,I don't throwerc .,01-MAR-1965
MOT,how_come ya get everything so dirty ?,01-MAR-1965
CHI,I don't know .,01-MAR-1965
CHI,it's only Penny_Bright .,01-MAR-1965
CHI,I mean +...,01-MAR-1965
MOT,not Penny_Bright Sarah .,01-MAR-1965
MOT,it's Baby_Bright .,01-MAR-1965
CHI,Baby_Bright or Penny Penny_Bright or Baby_Bright .,01-MAR-1965
CHI,oh Baby_Bright .,01-MAR-1965
CHI,yyy this .,01-MAR-1965
MOT,huh ?,01-MAR-1965
CHI,I'll break this .,01-MAR-1965
CHI,now we can break it .,01-MAR-1965
MOT,you're supposed to comb her hair you know if ya give her a bath so her hair won't be all over the place .,01-MAR-1965
CHI,yeah .,01-MAR-1965
CHI,can I comb with my comb ?,01-MAR-1965
MOT,what'd ya do with her pajamas ?,01-MAR-1965
CHI,we get some clothes .,01-MAR-1965
CHI,can we get some new clothes down the beach ?,01-MAR-1965
CHI,I mean down the square .,01-MAR-1965
MOT,well ask Daddy .,01-MAR-1965
CHI,will you get some clothes down the the where you work ?,01-MAR-1965
CHI,huh ?,01-MAR-1965
FAT,where ?,01-MAR-1965
CHI,you get some clothes .,01-MAR-1965
CHI,she didn't have no clothes .,01-MAR-1965
FAT,what happened to em ?,01-MAR-1965
CHI,oh I don't know .,01-MAR-1965
FAT,who took em off ?,01-MAR-1965
CHI,I did .,01-MAR-1965
MOT,she took em off when she gave the doll a bath the other day .,01-MAR-1965
MOT,that doll is the cleanest doll in town .,01-MAR-1965
CHI,hey coffee in the eyes .,01-MAR-1965
CHI,watch where you're going .,01-MAR-1965
CHI,Penny_Bright .,01-MAR-1965
CHI,I mean Baby_Bright .,01-MAR-1965
CHI,I watch Baby_Bright on television .,01-MAR-1965
MOT,who gave ya Baby_Bright ?,01-MAR-1965
CHI,Santa_Claus .,01-MAR-1965
CHI,and he sneaked on me .,01-MAR-1965
MOT,he did ?,01-MAR-1965
CHI,I don't know where my game is .,01-MAR-1965
MOT,what game ?,01-MAR-1965
CHI,my two Santa_Claus games .,01-MAR-1965
MOT,ya know what I can't find ?,01-MAR-1965
MOT,the chair that goes with this .,01-MAR-1965
CHI,it doesn't have a chair .,01-MAR-1965
MOT,well where's the chair ?,01-MAR-1965
MOT,the baby chair ?,01-MAR-1965
MOT,I haven't seen it for a long time .,01-MAR-1965
CHI,she can use a this chair ?,01-MAR-1965
MOT,no the other chair the chair that goes with this .,01-MAR-1965
CHI,this didn't go with that .,01-MAR-1965
MOT,yeah there's a there's a chair that goes with this .,01-MAR-1965
MOT,a little doll's chair .,01-MAR-1965
MOT,oh I haven't seen it for a long time .,01-MAR-1965
CHI,we go get it ?,01-MAR-1965
MOT,do ya know where it is ?,01-MAR-1965
CHI,0 .,01-MAR-1965
MOT,oh .,01-MAR-1965
MOT,we'll have_to look .,01-MAR-1965
CHI,we have_to get a new Penny_Bright .,01-MAR-1965
CHI,she's all dirty .,01-MAR-1965
CHI,she's all dirty .,01-MAR-1965
MOT,Chantilly get out_of there .,01-MAR-1965
CHI,get out_of there .,01-MAR-1965
CHI,it's not for you .,01-MAR-1965
MOT,xxx of it .,01-MAR-1965
CHI,yeah .,01-MAR-1965
CHI,get out_of there .,01-MAR-1965
CHI,get me a sponge .,01-MAR-1965
CHI,get me a +...,01-MAR-1965
MOT,you got a sponge .,01-MAR-1965
CHI,I don't know .,01-MAR-1965
CHI,I don't remember that .,01-MAR-1965
MOT,-uh .,01-MAR-1965
MOT,well look in your room .,01-MAR-1965
CHI,xxx .,01-MAR-1965
MOT,honey your chair isn't there .,01-MAR-1965
CHI,I fall down .,01-MAR-1965
MOT,Chantilly .,01-MAR-1965
CHI,dog ?,01-MAR-1965
MOT,come here .,01-MAR-1965
MOT,use the face cloth .,01-MAR-1965
MOT,Donny .,01-MAR-1965
MOT,that chair isn't there .,01-MAR-1965
CHI,I combing her +...,01-MAR-1965
CHI,give me a towel .,01-MAR-1965
CHI,to dry off .,01-MAR-1965
MOT,to dry her off ?,01-MAR-1965
CHI,yeah .,01-MAR-1965
MOT,wash her good now .,01-MAR-1965
CHI,yeah .,01-MAR-1965
CHI,xxx .,01-MAR-1965
CHI,I wash her hair .,01-MAR-1965
CHI,it's all dirty .,01-MAR-1965
CHI,it's not a real one .,01-MAR-1965
CHI,talk talk !,01-MAR-1965
MOT,she doesn't talk .,01-MAR-1965
CHI,she don't talk talk .,01-MAR-1965
CHI,she really wets though .,01-MAR-1965
CHI,she don't wets .,01-MAR-1965
MOT,make up your mind .,01-MAR-1965
MOT,huh ?,01-MAR-1965
MOT,does she or doesn't she ?,01-MAR-1965
MOT,is it clear old girl ?,01-MAR-1965
CHI,she really xxx .,01-MAR-1965
CHI,oh .,01-MAR-1965
CHI,isn't my yyy .,01-MAR-1965
FAT,Chantilly washing her ?,01-MAR-1965
CHI,yeah .,01-MAR-1965
CHI,oh .,01-MAR-1965
MOT,what broke ?,01-MAR-1965
CHI,it doesn't broke .,01-MAR-1965
CHI,I just do this and it +...,01-MAR-1965
MOT,oh .,01-MAR-1965
CHI,oh it doesn't broke .,01-MAR-1965
CHI,I won't ruin her hair .,01-MAR-1965
MOT,you won't ruin her hair ?,01-MAR-1965
CHI,it's all ruin now .,01-MAR-1965
MOT,think so ?,01-MAR-1965
CHI,yeah .,01-MAR-1965
CHI,hey she leaking on the bath .,01-MAR-1965
MOT,she what ?,01-MAR-1965
CHI,she's leaking on the bath .,01-MAR-1965
CHI,I'm drying her off .,01-MAR-1965
MOT,she's leaking huh ?,01-MAR-1965
CHI,yeah .,01-MAR-1965
CHI,have_to get some new shoes shoes for her .,01-MAR-1965
CHI,I don't know where they +/.,01-MAR-1965
MOT,I don't think ya can I don't know buy clothes for her or not .,01-MAR-1965
CHI,it's not some she clothes .,01-MAR-1965
CHI,-uh she's all dry now .,01-MAR-1965
MOT,she's what ?,01-MAR-1965
CHI,she's all dry .,01-MAR-1965
MOT,she's all dry huh ?,01-MAR-1965
FAT,wrap her up .,01-MAR-1965
FAT,she'll catch cold .,01-MAR-1965
CHI,we got no clothes for her anymore .,01-MAR-1965
MOT,is she cold ?,01-MAR-1965
CHI,yes .,01-MAR-1965
CHI,she's cold .,01-MAR-1965
MOT,she's cold ?,01-MAR-1965
MOT,-um ?,01-MAR-1965
CHI,I can't +...,01-MAR-1965
MOT,oh what'd ya do with the olives ?,01-MAR-1965
FAT,in the ice box .,01-MAR-1965
CHI,in the ice yyy .,01-MAR-1965
CHI,oh .,01-MAR-1965
CHI,she cold .,01-MAR-1965
CHI,I can wrap her .,01-MAR-1965
CHI,I don't want to go in the towel .,01-MAR-1965
CHI,Millisandy .,01-MAR-1965
MOT,Millisandy ?,01-MAR-1965
MOT,poor Millisandy .,01-MAR-1965
CHI,what's the matter ?,01-MAR-1965
MOT,she got nobody to love .,01-MAR-1965
MOT,she got nobody to love .,01-MAR-1965
FAT,don't do that .,01-MAR-1965
FAT,watch it .,01-MAR-1965
FAT,hey hey hey don't play in it now .,01-MAR-1965
FAT,that's enough let let me empty it .,01-MAR-1965
CHI,how_come ?,01-MAR-1965
MOT,xxx .,01-MAR-1965
FAT,did you take a sip of that water ?,01-MAR-1965
CHI,no .,01-MAR-1965
FAT,but you were going to .,01-MAR-1965
FAT,huh ?,01-MAR-1965
CHI,just go like this .,01-MAR-1965
FAT,you were gonna wash your own face .,01-MAR-1965
FAT,oh .,01-MAR-1965
MOT,dry out now .,01-MAR-1965
MOT,dry the doll good .,01-MAR-1965
CHI,=laughs .,01-MAR-1965
FAT,what's that ?,01-MAR-1965
CHI,piccalilli .,01-MAR-1965
MOT,piccalilli .,01-MAR-1965
MOT,huh ?,01-MAR-1965
MOT,take a taste Sarah .,01-MAR-1965
FAT,like it ?,01-MAR-1965
CHI,0 .,01-MAR-1965
MOT,what happened +/.,01-MAR-1965
FAT,huh ?,01-MAR-1965
FAT,it's not piccalilli .,01-MAR-1965
FAT,what is it ?,01-MAR-1965
FAT,it's an olive .,01-MAR-1965
CHI,yeah .,01-MAR-1965
FAT,do ya like olives ?,01-MAR-1965
CHI,yeah .,01-MAR-1965
FAT,have another .,01-MAR-1965
CHI,oh .,01-MAR-1965
FAT,that better ?,01-MAR-1965
MOT,I don't think I have any candy honey .,08-MAR-1965
MOT,couple of empty packages of cigarettes .,08-MAR-1965
MOT,oh I have got some .,08-MAR-1965
MOT,how about that ?,08-MAR-1965
CHI,did you bought this ?,08-MAR-1965
MOT,huh ?,08-MAR-1965
CHI,did you bought this ?,08-MAR-1965
MOT,where'd I buy that ?,08-MAR-1965
CHI,yeah .,08-MAR-1965
MOT,I think Esther gave it to you .,08-MAR-1965
MOT,oh Sarah .,08-MAR-1965
CHI,0 .,08-MAR-1965
MOT,why don't you sit up here and talk ?,08-MAR-1965
MOT,tell Kent about your new room .,08-MAR-1965
CHI,want see my new room ?,08-MAR-1965
KEN,why don't you tell me about it .,08-MAR-1965
CHI,0 .,08-MAR-1965
MOT,what color is it ?,08-MAR-1965
CHI,-uh -uh blue .,08-MAR-1965
MOT,blue .,08-MAR-1965
CHI,you want to see it ?,08-MAR-1965
KEN,tell me about it .,08-MAR-1965
MOT,how's the curtains ?,08-MAR-1965
CHI,see it .,08-MAR-1965
CHI,come on .,08-MAR-1965
KEN,0 .,08-MAR-1965
MOT,be alright if she didn't have so much junk .,08-MAR-1965
CHI,I get Millisandy and Bugs .,08-MAR-1965
MOT,what's coming Wednesday ?,08-MAR-1965
MOT,what do ya have_to get now Sarah ?,08-MAR-1965
CHI,0 .,08-MAR-1965
KEN,who's that ?,08-MAR-1965
CHI,Pebbles .,08-MAR-1965
MOT,take the lollipop out_of your mouth .,08-MAR-1965
CHI,that's Pebbles .,08-MAR-1965
CHI,this is Bam_Bam .,08-MAR-1965
MOT,where'd ya get the nice cold ya got ?,08-MAR-1965
CHI,who's got a nice cold ?,08-MAR-1965
MOT,you have .,08-MAR-1965
CHI,0 .,08-MAR-1965
MOT,I'm getting a cold too .,08-MAR-1965
MOT,oh .,08-MAR-1965
MOT,Chantilly be quiet .,08-MAR-1965
MOT,hey what're ya looking for ?,08-MAR-1965
MOT,huh ?,08-MAR-1965
CHI,I was looking for the the clothes .,08-MAR-1965
MOT,they're dirty .,08-MAR-1965
MOT,they have_to be washed xxx they need xxx dollie .,08-MAR-1965
MOT,we're going to do that on Thursday .,08-MAR-1965
MOT,we're all booked up until Thursday .,08-MAR-1965
MOT,actually we're booked up until Friday .,08-MAR-1965
MOT,hm ?,08-MAR-1965
CHI,you play tickle my dog ?,08-MAR-1965
MOT,huh ?,08-MAR-1965
CHI,you xxx xxx tickle my dog ?,08-MAR-1965
MOT,don't play +/.,08-MAR-1965
CHI,a big fight .,08-MAR-1965
MOT,what ?,08-MAR-1965
CHI,a big fight .,08-MAR-1965
CHI,come here Chantilly .,08-MAR-1965
CHI,come on .,08-MAR-1965
MOT,take the pop out_of your mouth when you talk .,08-MAR-1965
CHI,come on Chantilly .,08-MAR-1965
CHI,come on .,08-MAR-1965
CHI,come on Chantilly .,08-MAR-1965
CHI,come on Chantilly .,08-MAR-1965
CHI,how_come he won't come ?,08-MAR-1965
CHI,how_come he won't come ?,08-MAR-1965
MOT,I don't know .,08-MAR-1965
MOT,he just be kind of tired .,08-MAR-1965
MOT,you tired ?,08-MAR-1965
CHI,no .,08-MAR-1965
MOT,tell Kent what ya saw yesterday .,08-MAR-1965
CHI,I saw a cow .,08-MAR-1965
CHI,I mean a horse .,08-MAR-1965
MOT,oh .,08-MAR-1965
MOT,where's ya see the horsie ?,08-MAR-1965
CHI,in a field .,08-MAR-1965
MOT,where ?,08-MAR-1965
CHI,a field .,08-MAR-1965
MOT,that filth .,08-MAR-1965
MOT,where's ya see the horse .,08-MAR-1965
MOT,over at Aunt_Dot's .,08-MAR-1965
MOT,Uncle +...,08-MAR-1965
KEN,Georgie took ya to the horsie .,08-MAR-1965
KEN,xxx Tape Location 3.69,08-MAR-1965
CHI,xxx .,08-MAR-1965
MOT,xxx .,08-MAR-1965
CHI,0 .,08-MAR-1965
MOT,they're coming tonight .,08-MAR-1965
CHI,huh ?,08-MAR-1965
MOT,Aunt_Dot and Uncle George are coming down to tonight .,08-MAR-1965
MOT,that nice ?,08-MAR-1965
CHI,and I can see the rabbit ?,08-MAR-1965
MOT,oh I don't think he's going to bring the rabbit .,08-MAR-1965
CHI,with this hat old hat .,08-MAR-1965
MOT,huh ?,08-MAR-1965
CHI,a stupid old hat .,08-MAR-1965
MOT,that stupid old hat huh ?,08-MAR-1965
CHI,I said stupid old hattie .,08-MAR-1965
CHI,I said stupid my old hattie .,08-MAR-1965
MOT,oh yeah ?,08-MAR-1965
MOT,what're ya looking for ?,08-MAR-1965
CHI,I'm looking for a -um bowl .,08-MAR-1965
MOT,what ?,08-MAR-1965
CHI,I looking for a little bowl for cake .,08-MAR-1965
MOT,for what ?,08-MAR-1965
CHI,to file the -uh little cakes .,08-MAR-1965
MOT,well -uh +...,08-MAR-1965
CHI,xxx .,08-MAR-1965
MOT,we're not going to make a cake now .,08-MAR-1965
MOT,we can make a cake later .,08-MAR-1965
CHI,how_come ?,08-MAR-1965
MOT,because Aunt_Dot's coming .,08-MAR-1965
MOT,and Arthur and Uncle_Georgie .,08-MAR-1965
CHI,0 .,08-MAR-1965
MOT,what'd you do ?,08-MAR-1965
CHI,I trip .,08-MAR-1965
MOT,oh .,08-MAR-1965
MOT,you have a good time ?,08-MAR-1965
CHI,you have a good time ?,08-MAR-1965
MOT,get me go in the room and get me Baby_Bright honey .,08-MAR-1965
CHI,huh ?,08-MAR-1965
MOT,go get me Baby_Bright .,08-MAR-1965
CHI,0 .,08-MAR-1965
MOT,-uh Chantilly .,08-MAR-1965
MOT,get me Baby_Bright .,08-MAR-1965
CHI,my Baby_Bright .,08-MAR-1965
CHI,oh Baby_Bright .,08-MAR-1965
CHI,oh here we are .,08-MAR-1965
CHI,xxx .,08-MAR-1965
CHI,oh baby tired .,08-MAR-1965
CHI,oh !,08-MAR-1965
MOT,xxx .,08-MAR-1965
MOT,tell me about school .,08-MAR-1965
CHI,I don't know about school .,08-MAR-1965
MOT,she don't know about school .,08-MAR-1965
MOT,tell him what ya did in school the other day .,08-MAR-1965
MOT,hm ?,08-MAR-1965
MOT,those your pictures ?,08-MAR-1965
MOT,show Kent your pictures that you made .,08-MAR-1965
CHI,I didn't do any .,08-MAR-1965
MOT,well just show him the two that ya got .,08-MAR-1965
MOT,xxx .,08-MAR-1965
CHI,I didn't do the backs today .,08-MAR-1965
MOT,huh ?,08-MAR-1965
CHI,I didn't do the backs today .,08-MAR-1965
MOT,well show him Kent the front .,08-MAR-1965
MOT,he won't mind xxx only one side .,08-MAR-1965
CHI,can you see it over here ?,08-MAR-1965
KEN,oh .,08-MAR-1965
MOT,well take it over to him .,08-MAR-1965
MOT,he can't see that far away .,08-MAR-1965
CHI,write a name with the blue pen +...,08-MAR-1965
MOT,there .,08-MAR-1965
MOT,nothing else to do .,08-MAR-1965
CHI,Mommy here .,08-MAR-1965
CHI,where should put this ?,08-MAR-1965
MOT,put it down on the table .,08-MAR-1965
CHI,come here .,08-MAR-1965
MOT,Sarah I don't know what you ever did to this hair but it always sticks up on top .,08-MAR-1965
MOT,I thought you're supposed to comb it ya know after ya give her a bath .,08-MAR-1965
CHI,I know .,08-MAR-1965
MOT,well why don't ya ?,08-MAR-1965
MOT,ya never do .,08-MAR-1965
MOT,then she gets all gooey .,08-MAR-1965
MOT,hm ?,08-MAR-1965
CHI,how_come ?,08-MAR-1965
MOT,it won't stay down .,08-MAR-1965
CHI,0 .,08-MAR-1965
MOT,that's a little better honey .,08-MAR-1965
MOT,don't mess her hair up now .,08-MAR-1965
CHI,no .,08-MAR-1965
MOT,hey you're not going to take the clothes off ?,08-MAR-1965
CHI,no .,08-MAR-1965
CHI,I just pushing the button .,08-MAR-1965
MOT,oh .,08-MAR-1965
CHI,I push the button .,08-MAR-1965
CHI,where's the button ?,08-MAR-1965
MOT,well let's see on her belly .,08-MAR-1965
CHI,on the belly ?,08-MAR-1965
MOT,mhm .,08-MAR-1965
CHI,ah !,08-MAR-1965
CHI,-uh .,08-MAR-1965
MOT,you tired today ?,08-MAR-1965
CHI,uhuh .,08-MAR-1965
MOT,no ?,08-MAR-1965
MOT,I think you are .,08-MAR-1965
MOT,and you sound awful tired .,08-MAR-1965
CHI,Mommy I want push the big button .,08-MAR-1965
MOT,well put it push her leg push her arms down .,08-MAR-1965
CHI,won't stay there .,08-MAR-1965
MOT,yes it will .,08-MAR-1965
MOT,see ?,08-MAR-1965
MOT,hm ?,08-MAR-1965
MOT,give xxx a bite .,08-MAR-1965
MOT,there .,08-MAR-1965
MOT,better give her a permanent .,08-MAR-1965
CHI,yeah .,08-MAR-1965
CHI,we give her a permanent +...,08-MAR-1965
MOT,see ?,08-MAR-1965
CHI,anyhow .,08-MAR-1965
CHI,can I give her a permanent now ?,08-MAR-1965
MOT,can you what ?,08-MAR-1965
CHI,can I give her a permanent now ?,08-MAR-1965
MOT,we haven't got the stuff .,08-MAR-1965
MOT,we'll get it later .,08-MAR-1965
CHI,I want some .,08-MAR-1965
CHI,is there a permanent ?,08-MAR-1965
MOT,have_to buy the stuff at the store .,08-MAR-1965
CHI,huh ?,08-MAR-1965
MOT,buy the stuff at the store .,08-MAR-1965
CHI,what stuff ?,08-MAR-1965
MOT,oh the stuff you have_to buy .,08-MAR-1965
CHI,can I unbutton the big one ?,08-MAR-1965
MOT,what're ya going to do ?,08-MAR-1965
MOT,undress her again ?,08-MAR-1965
CHI,no I just going to give her a permanent .,08-MAR-1965
CHI,I won't mess her old again .,08-MAR-1965
MOT,don't know why I always dress your dolls .,08-MAR-1965
MOT,every time I put the clothes on em you take em off .,08-MAR-1965
CHI,itchy right there .,08-MAR-1965
MOT,you're itchy ?,08-MAR-1965
CHI,0 .,08-MAR-1965
MOT,watch you know .,08-MAR-1965
MOT,she'll break .,08-MAR-1965
MOT,she plays with that doll a lot .,08-MAR-1965
MOT,what're ya trying to do ?,08-MAR-1965
KEN,what are you doing ?,08-MAR-1965
CHI,I'm fixing the dollie .,08-MAR-1965
CHI,get some water in that .,08-MAR-1965
MOT,I knew that was coming .,08-MAR-1965
MOT,that doll has more baths than she does .,08-MAR-1965
CHI,you rinse it out .,08-MAR-1965
MOT,yeah why do you always got a_lot_of stuff in this xxx hm ?,08-MAR-1965
MOT,how_come you always get it so dirty ?,08-MAR-1965
CHI,huh ?,08-MAR-1965
MOT,how_come you always get this thing so dirty ?,08-MAR-1965
CHI,hey you you my -uh +...,08-MAR-1965
CHI,here use this Mommy .,08-MAR-1965
MOT,no this is alright .,08-MAR-1965
CHI,get some water in it .,08-MAR-1965
CHI,you get you didn't get some water in there .,08-MAR-1965
MOT,well I'm going put it in right now .,08-MAR-1965
CHI,remember up to there .,08-MAR-1965
CHI,what should use ?,08-MAR-1965
MOT,what do ya mean what should ya use ?,08-MAR-1965
MOT,throw the what away .,08-MAR-1965
MOT,aren't you tired today xxx morning .,08-MAR-1965
MOT,xxx yourself xxx night .,08-MAR-1965
CHI,yyy splash on my face .,08-MAR-1965
MOT,what splashed on your face ?,08-MAR-1965
MOT,the water +/.,08-MAR-1965
CHI,water .,08-MAR-1965
CHI,what should I use Mommy ?,08-MAR-1965
MOT,well use your old sponge .,08-MAR-1965
MOT,it's on your on the your chalk your black+board .,08-MAR-1965
CHI,I can't find that one .,08-MAR-1965
CHI,Mommy xxx .,08-MAR-1965
MOT,where ya going ?,08-MAR-1965
CHI,I going the bath+room .,08-MAR-1965
MOT,oh .,08-MAR-1965
MOT,well shut the door .,08-MAR-1965
CHI,-um turn the light on before I go .,08-MAR-1965
CHI,to scare me on the dark .,08-MAR-1965
MOT,oh .,08-MAR-1965
MOT,xxx please .,08-MAR-1965
MOT,ninety seven versions .,08-MAR-1965
MOT,and all of a sudden it ninety seven the whole week .,08-MAR-1965
CHI,you know what ?,08-MAR-1965
MOT,what honey ?,08-MAR-1965
CHI,I broke my finger's stuff .,08-MAR-1965
MOT,your finger is stuck ?,08-MAR-1965
CHI,no .,08-MAR-1965
CHI,my xxx stuck .,08-MAR-1965
MOT,xxx .,08-MAR-1965
CHI,that's your ?,08-MAR-1965
MOT,yeah .,08-MAR-1965
MOT,okay ?,08-MAR-1965
MOT,let me fix it in a minute .,08-MAR-1965
MOT,hurt ?,08-MAR-1965
CHI,I trying pick it off .,08-MAR-1965
MOT,ya can't do that .,08-MAR-1965
MOT,let's see .,08-MAR-1965
MOT,what is it ?,08-MAR-1965
CHI,I don't know .,08-MAR-1965
CHI,it so long .,08-MAR-1965
MOT,I figured it must be .,08-MAR-1965
MOT,I'll fix it later .,08-MAR-1965
MOT,why don't ya finish giving your doll a bath ?,08-MAR-1965
CHI,I can't find my sponge .,08-MAR-1965
MOT,yes you can .,08-MAR-1965
MOT,it's on your black+board behind your door .,08-MAR-1965
MOT,see ?,08-MAR-1965
MOT,watch it .,08-MAR-1965
CHI,it's not on my black+board .,08-MAR-1965
MOT,then I don't know where it was .,08-MAR-1965
MOT,it was there yesterday .,08-MAR-1965
CHI,somebody took it .,08-MAR-1965
MOT,"that's all I ever hear around here +""/.",08-MAR-1965
MOT,"+"" somebody took it .",08-MAR-1965
CHI,I think my daddy took it .,08-MAR-1965
CHI,I think my daddy took it .,08-MAR-1965
MOT,why would he take it ?,08-MAR-1965
MOT,he don't want your little sponge .,08-MAR-1965
CHI,yesterday he took it .,08-MAR-1965
MOT,yesterday ?,08-MAR-1965
MOT,xxx .,08-MAR-1965
CHI,a little cookie .,08-MAR-1965
CHI,got a cookie .,08-MAR-1965
MOT,don't put her in the water .,08-MAR-1965
CHI,hunm .,08-MAR-1965
CHI,why ?,08-MAR-1965
CHI,how's it ?,08-MAR-1965
MOT,you'll ruin her .,08-MAR-1965
CHI,this a little yyy .,08-MAR-1965
MOT,Sarah I don't know what you're saying .,08-MAR-1965
MOT,eat the cookie .,08-MAR-1965
MOT,eat the cookie .,08-MAR-1965
MOT,a world all her own .,08-MAR-1965
MOT,xxx .,08-MAR-1965
MOT,sleep when ya want and where ya want .,08-MAR-1965
MOT,xxx .,08-MAR-1965
MOT,I think that's the ideal age .,08-MAR-1965
CHI,0 .,08-MAR-1965
MOT,don't pull that out .,08-MAR-1965
MOT,all the water will go all over the place .,08-MAR-1965
MOT,don't pull it out now .,08-MAR-1965
MOT,come on .,08-MAR-1965
MOT,be good .,08-MAR-1965
MOT,huh ?,08-MAR-1965
CHI,I don't want to xxx .,08-MAR-1965
MOT,uhuh .,08-MAR-1965
MOT,get a towel now .,08-MAR-1965
CHI,she's wee+weeing and I yyy water there .,08-MAR-1965
MOT,yeah .,08-MAR-1965
MOT,go get a towel so you can dry her off .,08-MAR-1965
CHI,she not drying off now .,08-MAR-1965
CHI,give me some more water now .,08-MAR-1965
MOT,there's enough water in there .,08-MAR-1965
CHI,no I can't dry .,08-MAR-1965
MOT,well ya can't have any water up there because it will go in her eyes and then ya won't be able to have any more dollie .,08-MAR-1965
MOT,she'll break .,08-MAR-1965
CHI,she will go blind ?,08-MAR-1965
MOT,yeah .,08-MAR-1965
CHI,when will my dollie go blind ?,08-MAR-1965
MOT,yeah your dollie will go blind .,08-MAR-1965
MOT,you don't want that to happen do you ?,08-MAR-1965
CHI,and never cry ?,08-MAR-1965
MOT,uhhuh .,08-MAR-1965
CHI,one of my dollies cry .,08-MAR-1965
MOT,yeah .,08-MAR-1965
MOT,one of your dollies will cry .,08-MAR-1965
MOT,xxx .,08-MAR-1965
CHI,xxx again .,08-MAR-1965
CHI,she did it again .,08-MAR-1965
MOT,well go get the don't take her out untill you get the towel .,08-MAR-1965
MOT,you'll get water all over the floor .,08-MAR-1965
MOT,put her back in .,08-MAR-1965
MOT,oh look it ya got her head right in the water .,08-MAR-1965
CHI,now I can soak her .,08-MAR-1965
MOT,well get a towel .,08-MAR-1965
CHI,-uh she not dry yet .,08-MAR-1965
MOT,Chantilly .,08-MAR-1965
CHI,hey wash her face .,08-MAR-1965
MOT,better watch out for her eyes .,08-MAR-1965
CHI,yeah .,08-MAR-1965
CHI,is she blind ?,08-MAR-1965
MOT,no not yet .,08-MAR-1965
CHI,is she blind yet ?,08-MAR-1965
MOT,why ?,08-MAR-1965
MOT,you want her to be blind ?,08-MAR-1965
CHI,no .,08-MAR-1965
MOT,oh .,08-MAR-1965
MOT,xxx .,08-MAR-1965
CHI,I stick the water in here .,08-MAR-1965
CHI,I put some more water in the balloon .,08-MAR-1965
CHI,and I try a balloon .,08-MAR-1965
CHI,there .,08-MAR-1965
CHI,I used to break that on it .,08-MAR-1965
CHI,if I want to .,08-MAR-1965
MOT,if ya want one ?,08-MAR-1965
MOT,watch her head .,08-MAR-1965
CHI,ya want one ?,08-MAR-1965
CHI,watch her head .,08-MAR-1965
MOT,all my effort .,08-MAR-1965
CHI,did I watch My_Three_Sons yesterday ?,08-MAR-1965
MOT,what ?,08-MAR-1965
CHI,did I watch My_Three_Sons yesterday ?,08-MAR-1965
MOT,Sarah what ever made ya think of Your Three Sons ?,08-MAR-1965
MOT,no .,08-MAR-1965
MOT,My_Three_Sons was on last week .,08-MAR-1965
CHI,last week ?,08-MAR-1965
MOT,yeah .,08-MAR-1965
CHI,oh .,08-MAR-1965
MOT,what made ya think of that ?,08-MAR-1965
CHI,where is her bed ?,08-MAR-1965
MOT,huh ?,08-MAR-1965
CHI,where's the bed ?,08-MAR-1965
MOT,those bed ?,08-MAR-1965
CHI,her bed .,08-MAR-1965
MOT,I don't know .,08-MAR-1965
CHI,I think it disappeared .,08-MAR-1965
CHI,you think it does ?,08-MAR-1965
MOT,yeah .,08-MAR-1965
MOT,I think it disappeared .,08-MAR-1965
CHI,my what My_Three_Sons yesterday -uh Wednesday -uh +...,08-MAR-1965
MOT,Sarah you couldn't have seen My_Three_Sons yesterday because you you weren't even home .,08-MAR-1965
MOT,you didn't see any television yesterday .,08-MAR-1965
MOT,you were up Aunt_Dot's .,08-MAR-1965
MOT,remember ?,08-MAR-1965
MOT,is it me or is this table shaking ?,08-MAR-1965
MOT,that's shaking ?,08-MAR-1965
MOT,well I'm glad it isn't me .,08-MAR-1965
CHI,I put the balloon in here .,08-MAR-1965
